station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday
14,2013-05-20,85.0,68.0,77.0,8.0,67.0,69.0,0.0,12.0,523.0,1931.0,TS TSRA GR RA BR,0.0,2.82,28.34,29.67,7.3,18.0,10.8,2013,5,20,21,0,2,,
15,2013-05-20,78.0,52.0,65.0,7.0,58.0,60.0,0.0,0.0,418.0,1907.0,BR,0.0,0.02,29.65,30.01,1.2,31.0,4.1,2013,5,20,21,0,2,,
16,2013-05-20,69.15193779897596,48.57795842490384,59.10889031846234,6.828678152445611,48.608007819311545,53.712053471687184,7.138988110781983,1.2774928948684212,,,BR,0.0,0.03,29.91,30.003904580475183,5.767273934571262,19.798285894207044,7.2107573324041985,2013,5,20,21,0,2,,
17,2013-05-20,86.0,68.0,77.0,6.828678152445611,68.0,71.0,0.0,12.0,,,TSRA VCTS,0.0,0.0,29.05,29.72,7.2,18.0,8.0,2013,5,20,21,0,2,,
18,2013-05-20,92.0,76.0,84.0,9.0,68.0,73.0,0.0,19.0,526.0,1922.0,HZ,0.0,0.0,29.21,29.72,18.6,18.0,19.4,2013,5,20,21,0,2,,
19,2013-05-20,86.0,62.0,74.0,16.0,58.0,65.0,0.0,9.0,424.0,1912.0,TSRA RA BR HZ,0.0,0.16,28.98,29.72,10.7,20.0,11.7,2013,5,20,21,0,2,,
20,2013-05-20,90.0,75.0,83.0,6.828678152445611,68.0,72.0,0.0,18.0,,, ,0.0,0.0,29.01,29.72,13.7,17.0,13.9,2013,5,20,21,0,2,,
1,2013-05-21,71.0,51.0,61.0,1.8888888888888888,54.0,56.0,4.0,0.0,,,RA FG+ BR VCTS,0.0,0.22,29.81,29.98,7.6,5.0,8.1,2013,5,21,21,1,2,,
2,2013-05-21,85.0,48.0,67.0,9.0,58.0,61.0,0.0,2.0,421.0,1907.0,TSRA FG+ FG BR VCTS,0.0,0.31,28.87,29.94,2.4,7.0,8.1,2013,5,21,21,1,2,,
3,2013-05-21,69.0,57.0,63.0,-7.0,60.0,61.0,2.0,0.0,513.0,1927.0,TSRA RA BR,0.0,0.38,29.06,29.77,2.3,28.0,6.5,2013,5,21,21,1,2,,
4,2013-05-21,90.0,69.0,80.0,2.0,68.0,72.0,0.0,15.0,534.0,1921.0,RA,0.0,0.0,29.1,29.76,3.9,17.0,7.1,2013,5,21,21,1,2,,
5,2013-05-21,77.38889853036848,57.52067153157381,67.6933383551011,1.8888888888888888,58.696225022773895,62.17838653203509,2.265205459003777,4.9601563532874975,418.0,1903.0, ,0.0,0.39,28.994444444444447,29.850620310895597,4.618261369007451,17.378591653080854,7.549547630110418,2013,5,21,21,1,2,,
6,2013-05-21,91.0,69.0,80.0,3.0,69.0,73.0,0.0,15.0,534.0,1921.0,RA,0.0,0.0,29.26,29.75,7.9,16.0,12.8,2013,5,21,21,1,2,,
7,2013-05-21,69.0,57.0,63.0,1.8888888888888888,52.0,57.0,2.0,0.0,,,TS TSRA BR HZ,0.0,0.3,28.48,29.8,4.1,35.0,7.8,2013,5,21,21,1,2,,
8,2013-05-21,91.0,70.0,81.0,1.8888888888888888,73.0,75.0,0.0,16.0,,,DZ HZ,0.0,0.0,29.43,29.850620310895597,6.2,16.0,9.1,2013,5,21,21,1,2,,
9,2013-05-21,66.0,49.0,58.0,1.8888888888888888,54.0,56.0,7.0,0.0,,,RA BR,0.0,0.06,28.87,29.61,3.7,2.0,5.2,2013,5,21,21,1,2,,
10,2013-05-21,85.0,73.0,79.0,1.8888888888888888,69.0,72.0,0.0,14.0,530.0,1917.0,TS TSRA RA,0.0,0.21,29.99,30.01,6.5,14.0,7.2,2013,5,21,21,1,2,,
11,2013-05-21,82.0,67.0,75.0,0.0,69.0,70.0,0.0,10.0,529.0,1917.0,TSRA BR,0.0,0.78,29.98,30.02,4.0,14.0,4.6,2013,5,21,21,1,2,,
12,2013-05-21,83.0,68.0,76.0,1.8888888888888888,68.0,71.0,0.0,11.0,,,TS TSRA BR,0.0,0.0,29.98,30.02,3.3,13.0,4.0,2013,5,21,21,1,2,,
13,2013-05-21,69.0,38.0,54.0,1.8888888888888888,33.0,44.0,11.0,0.0,,, ,0.0,0.0,24.19,29.91,3.0,4.0,7.9,2013,5,21,21,1,2,,
14,2013-05-21,69.0,54.0,62.0,-7.0,54.0,58.0,3.0,0.0,522.0,1932.0,TS TSRA,0.0,0.4,28.48,29.8,4.3,34.0,7.8,2013,5,21,21,1,2,,
15,2013-05-21,76.0,50.0,63.0,5.0,54.0,56.0,2.0,0.0,417.0,1908.0,RA BR VCTS,0.0,0.83,29.59,29.97,4.0,9.0,5.2,2013,5,21,21,1,2,,
16,2013-05-21,69.00017354663271,49.3720875683287,59.480090391819964,1.8888888888888888,49.53205040992998,54.21095757663143,6.773698262067986,1.282814359174965,,, ,0.0,0.0,29.84,30.001165596120657,5.228704642134104,18.814649755455466,6.691857341987548,2013,5,21,21,1,2,,
17,2013-05-21,71.0,53.0,62.0,1.8888888888888888,58.0,60.0,3.0,0.0,,,TSRA RA FG BR VCTS,0.0,0.51,29.13,29.81,1.3,32.0,3.5,2013,5,21,21,1,2,,
18,2013-05-21,84.0,62.0,73.0,-2.0,64.0,67.0,0.0,8.0,525.0,1923.0,TS TSRA DZ BR,0.0,0.81,29.27,29.76,4.9,21.0,11.2,2013,5,21,21,1,2,,
19,2013-05-21,81.0,63.0,72.0,14.0,59.0,64.0,0.0,7.0,423.0,1913.0, ,0.0,0.0,28.92,29.65,10.7,21.0,11.8,2013,5,21,21,1,2,,
20,2013-05-21,83.0,58.0,71.0,1.8888888888888888,64.0,67.0,0.0,6.0,,,RA,0.0,0.78,29.08,29.75,4.0,22.0,10.4,2013,5,21,21,1,2,,
1,2013-05-22,62.0,51.0,57.0,-1.6666666666666667,51.0,53.0,8.0,0.0,,,RA BR VCTS,0.0,0.6,29.78,29.95,2.8,9.0,4.3,2013,5,22,21,2,2,,
2,2013-05-22,76.0,48.0,62.0,4.0,57.0,58.0,3.0,0.0,420.0,1908.0,RA FG+ BR,0.0,0.2,28.927465140315427,30.018257795317673,3.4,16.0,7.3,2013,5,22,21,2,2,,
3,2013-05-22,79.0,52.0,66.0,-4.0,56.0,61.0,0.0,1.0,513.0,1927.0, ,0.0,0.0,29.16,29.946978846668692,2.9,27.0,5.7,2013,5,22,21,2,2,,
4,2013-05-22,94.0,61.0,78.0,0.0,62.0,68.0,0.0,13.0,534.0,1922.0, ,0.0,0.0,29.18,29.85,1.4,13.0,3.1,2013,5,22,21,2,2,,
5,2013-05-22,77.19899639433227,54.17120429472626,65.96851509981785,-1.6666666666666667,56.417612869428304,60.48007459721337,3.0602304049962283,4.030309102376908,418.0,1904.0, ,0.0,0.18777777777777774,29.033192507795306,29.89656421004304,3.3829372501496837,13.823655834045624,5.256869562518926,2013,5,22,21,2,2,,
6,2013-05-22,92.0,56.0,74.0,-3.0,64.0,69.0,0.0,9.0,533.0,1921.0, ,0.0,0.0,29.34,29.84,3.1,11.0,4.8,2013,5,22,21,2,2,,
7,2013-05-22,79.0,54.0,67.0,-1.6666666666666667,53.0,60.0,0.0,2.0,,, ,0.0,0.0,28.53,29.86,1.1,19.0,5.5,2013,5,22,21,2,2,,
8,2013-05-22,90.0,65.0,78.0,-1.6666666666666667,70.0,73.0,0.0,13.0,,, ,0.0,0.0,29.52,29.89656421004304,0.7,13.0,2.8,2013,5,22,21,2,2,,
9,2013-05-22,55.0,47.0,51.0,-1.6666666666666667,46.0,49.0,14.0,0.0,,,RA BR,0.0,0.05,29.08,29.8,8.8,1.0,9.2,2013,5,22,21,2,2,,
10,2013-05-22,88.0,73.0,81.0,-1.6666666666666667,70.0,73.0,0.0,16.0,529.0,1917.0,TS,0.0,0.0,29.94,29.96,6.1,11.0,6.9,2013,5,22,21,2,2,,
11,2013-05-22,81.0,64.0,73.0,-2.0,68.0,70.0,0.0,8.0,529.0,1918.0,TSRA RA BR,0.0,0.24,29.93,29.97,2.6,11.0,3.3,2013,5,22,21,2,2,,
12,2013-05-22,82.0,66.0,74.0,-1.6666666666666667,68.0,71.0,0.0,9.0,,,RA,0.0,0.19,29.93,29.97,2.6,12.0,2.8,2013,5,22,21,2,2,,
13,2013-05-22,75.0,40.0,58.0,-1.6666666666666667,36.0,47.0,7.0,0.0,,,RA,0.0,0.01,24.18,29.85,2.1,17.0,7.1,2013,5,22,21,2,2,,
14,2013-05-22,80.0,52.0,66.0,-4.0,55.0,60.0,0.0,1.0,522.0,1932.0, ,0.0,0.0,28.52,29.86,1.4,14.0,5.6,2013,5,22,21,2,2,,
15,2013-05-22,61.0,50.0,56.0,-2.0,53.0,53.0,9.0,0.0,416.0,1909.0,RA BR,0.0,0.59,29.57,29.94,2.1,13.0,3.5,2013,5,22,21,2,2,,
16,2013-05-22,68.58193509798092,50.08167730507261,59.43327179672144,-1.6666666666666667,50.51703164970933,54.641342749840405,7.084147289932113,1.5455638427843392,,,BR,0.0,0.0,29.81,29.99291913878837,5.492870502694299,17.825805012821256,6.923652125340675,2013,5,22,21,2,2,,
17,2013-05-22,80.0,51.0,66.0,-1.6666666666666667,56.0,60.0,0.0,1.0,,,BR,0.0,0.0,29.22,29.9,1.8,27.0,2.3,2013,5,22,21,2,2,,
18,2013-05-22,86.0,57.0,72.0,-4.0,58.0,64.0,0.0,7.0,524.0,1924.0,BR,0.0,0.0,29.36,29.87,4.1,13.0,4.6,2013,5,22,21,2,2,,
19,2013-05-22,66.0,50.0,58.0,0.0,54.0,55.0,7.0,0.0,422.0,1914.0,RA BR,0.0,0.66,28.96,29.69,6.2,4.0,7.6,2013,5,22,21,2,2,,
20,2013-05-22,85.0,53.0,69.0,-1.6666666666666667,58.0,63.0,0.0,4.0,,,BR,0.0,0.0,29.18,29.87,2.9,13.0,4.1,2013,5,22,21,2,2,,
1,2013-05-23,78.0,53.0,66.0,0.2222222222222222,59.0,61.0,0.0,1.0,,,TS RA FG BR,0.0,0.21,29.72,29.88,5.2,20.0,7.0,2013,5,23,21,3,2,,
2,2013-05-23,69.0,54.0,62.0,3.0,62.0,63.0,3.0,0.0,420.0,1909.0,RA FG+ BR,0.0,0.7,28.81,29.87,10.0,20.0,10.5,2013,5,23,21,3,2,,
3,2013-05-23,67.0,57.0,62.0,-9.0,58.0,59.0,3.0,0.0,512.0,1928.0,TSRA RA BR,0.0,0.21,29.33,30.04,5.4,36.0,6.9,2013,5,23,21,3,2,,
4,2013-05-23,91.0,75.0,83.0,5.0,69.0,73.0,0.0,18.0,533.0,1922.0, ,0.0,0.0,29.26,29.92,5.0,16.0,6.7,2013,5,23,21,3,2,,
5,2013-05-23,77.66666666666667,59.5,68.83333333333333,0.2222222222222222,59.38888888888889,62.72222222222222,2.7222222222222223,6.5555555555555545,417.0,1905.0, ,0.0,0.4133333333333333,29.116111111111113,29.96456510226102,7.016666666666668,15.388888888888891,8.533333333333333,2013,5,23,21,3,2,,
6,2013-05-23,91.0,74.0,83.0,6.0,70.0,74.0,0.0,18.0,533.0,1922.0,BR,0.0,0.0,29.41,29.92,8.7,15.0,9.2,2013,5,23,21,3,2,,
7,2013-05-23,79.0,60.0,70.0,0.2222222222222222,58.0,61.0,0.0,5.0,,,TSRA RA FG BR VCTS,0.0,2.92,28.66,30.01,8.3,9.0,11.6,2013,5,23,21,3,2,,
8,2013-05-23,92.0,76.0,84.0,0.2222222222222222,73.0,76.0,0.0,19.0,,, ,0.0,0.0,29.59,29.96456510226102,5.8,15.0,5.8,2013,5,23,21,3,2,,
9,2013-05-23,64.0,45.0,55.0,0.2222222222222222,33.0,45.0,10.0,0.0,,, ,0.0,0.0,29.51,30.23,8.4,2.0,9.6,2013,5,23,21,3,2,,
10,2013-05-23,91.0,71.0,81.0,0.2222222222222222,68.0,72.0,0.0,16.0,529.0,1918.0,RA,0.0,0.01,29.92,29.95,2.1,24.0,6.3,2013,5,23,21,3,2,,
11,2013-05-23,90.0,66.0,78.0,3.0,67.0,71.0,0.0,13.0,528.0,1918.0,RA,0.0,0.0,29.91,29.96,3.5,28.0,4.7,2013,5,23,21,3,2,,
12,2013-05-23,89.0,68.0,79.0,0.2222222222222222,67.0,71.0,0.0,14.0,,, ,0.0,0.01,29.91,29.96,1.0,17.0,3.6,2013,5,23,21,3,2,,
13,2013-05-23,68.0,48.0,58.0,0.2222222222222222,44.0,50.0,7.0,0.0,,, ,0.0,0.0,24.25,29.94,14.9,16.0,15.5,2013,5,23,21,3,2,,
14,2013-05-23,79.0,58.0,69.0,-1.0,60.0,62.0,0.0,4.0,521.0,1933.0,TSRA RA BR,0.0,2.31,28.66,30.0,8.7,8.0,12.6,2013,5,23,21,3,2,,
15,2013-05-23,71.0,50.0,61.0,3.0,60.0,60.0,4.0,0.0,415.0,1910.0,RA BR,0.0,0.28,29.49,29.85,4.6,16.0,4.9,2013,5,23,21,3,2,,
16,2013-05-23,79.0,53.0,66.0,0.2222222222222222,59.0,61.0,0.0,1.0,,,RA FG BR,0.0,0.08,29.75,29.85,5.9,19.0,7.0,2013,5,23,21,3,2,,
17,2013-05-23,65.0,57.0,61.0,0.2222222222222222,58.0,59.0,4.0,0.0,,,RA BR,0.0,0.39,29.39,30.08,2.9,2.0,3.5,2013,5,23,21,3,2,,
18,2013-05-23,88.0,72.0,80.0,4.0,69.0,72.0,0.0,15.0,524.0,1924.0,BR HZ,0.0,0.0,29.46,29.95,8.7,13.0,9.9,2013,5,23,21,3,2,,
19,2013-05-23,52.0,41.0,47.0,-12.0,40.0,44.0,18.0,0.0,422.0,1915.0,RA BR,0.0,0.22,29.39,30.002171840698328,16.0,2.0,16.2,2013,5,23,21,3,2,,
20,2013-05-23,87.0,69.0,78.0,0.2222222222222222,68.0,71.0,0.0,13.0,,,BR HZ,0.0,0.0,29.26,29.95,7.0,14.0,7.9,2013,5,23,21,3,2,,
1,2013-05-24,73.0,50.0,62.0,-2.1111111111111107,58.0,60.0,3.0,0.0,,,RA BR,0.0,0.52,29.59,29.75,3.5,28.0,6.9,2013,5,24,21,4,2,,
2,2013-05-24,67.0,45.0,56.0,-3.0,55.0,56.0,9.0,0.0,419.0,1910.0,RA BR,0.0,0.85,28.67,29.75,7.4,29.0,11.0,2013,5,24,21,4,2,,
3,2013-05-24,79.0,58.0,69.0,-3.0,61.0,64.0,0.0,4.0,512.0,1929.0, ,0.0,0.0,29.42,30.13,9.0,12.0,10.4,2013,5,24,21,4,2,,
4,2013-05-24,84.0,65.0,75.0,-4.0,69.0,71.0,0.0,10.0,533.0,1923.0,TS TSRA RA BR VCTS,0.0,3.3,29.38,30.04,2.7,13.0,5.1,2013,5,24,21,4,2,,
5,2013-05-24,78.72222222222223,57.38888888888889,68.3888888888889,-2.1111111111111107,57.944444444444436,62.444444444444436,2.888888888888889,6.277777777777778,416.0,1906.0, ,0.0,0.8855555555555554,29.154444444444447,30.011666666666667,6.238888888888888,19.166666666666668,8.655555555555555,2013,5,24,21,4,2,,
6,2013-05-24,84.0,69.0,77.0,0.0,70.0,72.0,0.0,12.0,533.0,1922.0,TSRA RA BR,0.0,3.13,29.54,30.03,2.1,11.0,6.6,2013,5,24,21,4,2,,
7,2013-05-24,82.0,60.0,71.0,-2.1111111111111107,63.0,66.0,0.0,6.0,,,HZ,0.0,0.0,28.74,30.08,11.6,13.0,13.5,2013,5,24,21,4,2,,
8,2013-05-24,90.0,76.0,83.0,-2.1111111111111107,73.0,76.0,0.0,18.0,,, ,0.0,0.0,29.7,30.011666666666667,4.4,15.0,4.7,2013,5,24,21,4,2,,
9,2013-05-24,69.0,41.0,55.0,-2.1111111111111107,40.0,49.0,10.0,0.0,,,RA BR,0.0,0.23,29.54,30.31,6.6,14.0,7.2,2013,5,24,21,4,2,,
10,2013-05-24,90.0,71.0,81.0,-2.1111111111111107,60.0,68.0,0.0,16.0,528.0,1919.0, ,0.0,0.0,29.98,30.02,8.0,32.0,10.0,2013,5,24,21,4,2,,
11,2013-05-24,88.0,63.0,76.0,1.0,60.0,66.0,0.0,11.0,528.0,1919.0, ,0.0,0.0,29.98,30.03,5.5,32.0,7.7,2013,5,24,21,4,2,,
12,2013-05-24,89.0,66.0,78.0,-2.1111111111111107,60.0,67.0,0.0,13.0,,, ,0.0,0.0,29.96,30.03,6.3,32.0,6.7,2013,5,24,21,4,2,,
13,2013-05-24,85.0,52.0,69.0,-2.1111111111111107,36.0,52.0,0.0,4.0,,, ,0.0,0.0,24.19,29.82,6.2,21.0,11.2,2013,5,24,21,4,2,,
14,2013-05-24,82.0,61.0,72.0,1.0,65.0,67.0,0.0,7.0,520.0,1934.0, ,0.0,0.0,28.74,30.08,11.7,13.0,12.9,2013,5,24,21,4,2,,
15,2013-05-24,71.0,46.0,59.0,0.0,55.0,57.0,6.0,0.0,415.0,1911.0,RA BR,0.0,0.36,29.37,29.75,5.2,29.0,8.7,2013,5,24,21,4,2,,
16,2013-05-24,70.0,52.0,61.0,-2.1111111111111107,59.0,61.0,4.0,0.0,,,RA BR,0.0,0.85,29.61,29.71,1.2,25.0,7.1,2013,5,24,21,4,2,,
17,2013-05-24,80.0,58.0,69.0,-2.1111111111111107,61.0,64.0,0.0,4.0,,, ,0.0,0.0,29.49,30.17,6.3,12.0,8.0,2013,5,24,21,4,2,,
18,2013-05-24,87.0,70.0,79.0,3.0,68.0,72.0,0.0,14.0,523.0,1925.0,RA HZ,0.0,0.33,29.57,30.07,7.4,13.0,8.5,2013,5,24,21,4,2,,
19,2013-05-24,51.0,38.0,45.0,-14.0,35.0,41.0,20.0,0.0,421.0,1916.0, ,0.0,0.0,29.63,30.38,6.4,3.0,7.2,2013,5,24,21,4,2,,
20,2013-05-24,86.0,68.0,77.0,-2.1111111111111107,68.0,71.0,0.0,12.0,,,RA BR HZ,0.0,0.24,29.38,30.06,5.2,13.0,7.1,2013,5,24,21,4,2,,
1,2013-05-25,53.0,41.0,47.0,-6.111111111111112,44.0,46.0,18.0,0.0,,,RA BR,0.0,0.39,29.6,29.76,9.0,33.0,10.4,2013,5,25,21,5,2,,
2,2013-05-25,47.0,38.0,43.0,-17.0,41.0,42.0,22.0,0.0,418.0,1910.0,RA BR,0.0,0.32,28.68,29.77,15.2,32.0,15.6,2013,5,25,21,5,2,,
3,2013-05-25,84.0,64.0,74.0,2.0,62.0,66.0,0.0,9.0,511.0,1930.0, ,0.0,0.0,29.37,30.08,12.5,16.0,12.8,2013,5,25,21,5,2,,
4,2013-05-25,81.0,70.0,76.0,-3.0,70.0,72.0,0.0,11.0,532.0,1924.0,RA BR,0.0,0.45,29.39,30.07,5.3,14.0,6.6,2013,5,25,21,5,2,,
5,2013-05-25,72.55555555555556,56.66666666666666,64.83333333333333,-6.111111111111112,54.16666666666666,58.66666666666666,5.777777777777778,5.611111111111112,415.0,1907.0, ,0.0,0.3011111111111111,29.17277777777777,30.03388888888889,8.933333333333334,17.666666666666668,9.622222222222225,2013,5,25,21,5,2,,
6,2013-05-25,80.0,70.0,75.0,-3.0,71.0,72.0,0.0,10.0,532.0,1923.0,RA BR,0.0,0.6,29.55,30.06,5.6,14.0,5.9,2013,5,25,21,5,2,,
7,2013-05-25,80.0,63.0,72.0,-6.111111111111112,63.0,65.0,0.0,7.0,,,HZ,0.0,0.0,28.69,30.05,15.0,17.0,15.3,2013,5,25,21,5,2,,
8,2013-05-25,83.0,76.0,80.0,-6.111111111111112,73.0,74.0,0.0,15.0,,,RA DZ VCTS,0.0,0.12,29.73,30.03388888888889,4.1,15.0,4.3,2013,5,25,21,5,2,,
9,2013-05-25,63.0,53.0,58.0,-6.111111111111112,46.0,51.0,7.0,0.0,,, ,0.0,0.03,29.48,30.25,11.1,15.0,11.5,2013,5,25,21,5,2,,
10,2013-05-25,81.0,70.0,76.0,-6.111111111111112,54.0,63.0,0.0,11.0,528.0,1919.0, ,0.0,0.0,30.16,30.19,8.8,7.0,10.4,2013,5,25,21,5,2,,
11,2013-05-25,80.0,60.0,70.0,-6.0,55.0,61.0,0.0,5.0,528.0,1920.0, ,0.0,0.0,30.16,30.2,5.4,7.0,6.4,2013,5,25,21,5,2,,
12,2013-05-25,80.0,62.0,71.0,-6.111111111111112,54.0,62.0,0.0,6.0,,, ,0.0,0.0,30.15,30.2,6.1,7.0,6.3,2013,5,25,21,5,2,,
13,2013-05-25,86.0,52.0,69.0,-6.111111111111112,31.0,51.0,0.0,4.0,,, ,0.0,0.0,24.18,29.78,4.4,24.0,6.2,2013,5,25,21,5,2,,
14,2013-05-25,79.0,60.0,70.0,-1.0,64.0,66.0,0.0,5.0,520.0,1935.0, ,0.0,0.0,28.69,30.06,12.0,16.0,12.4,2013,5,25,21,5,2,,
15,2013-05-25,48.0,34.0,41.0,-18.0,42.0,43.0,24.0,0.0,414.0,1912.0,RA BR,0.0,0.77,29.4,29.77,11.3,32.0,11.4,2013,5,25,21,5,2,,
16,2013-05-25,54.0,41.0,48.0,-6.111111111111112,45.0,47.0,17.0,0.0,,,RA BR,0.0,0.4,29.62,29.71,10.5,33.0,11.4,2013,5,25,21,5,2,,
17,2013-05-25,85.0,64.0,75.0,-6.111111111111112,63.0,67.0,0.0,10.0,,,RA,0.0,0.0,29.44,30.13,8.7,17.0,8.9,2013,5,25,21,5,2,,
18,2013-05-25,87.0,69.0,78.0,1.0,67.0,70.0,0.0,13.0,523.0,1926.0,RA,0.0,0.57,29.57,30.08,8.9,15.0,10.0,2013,5,25,21,5,2,,
19,2013-05-25,55.0,42.0,49.0,-10.0,36.0,43.0,16.0,0.0,420.0,1917.0, ,0.0,0.0,29.6,30.37,4.0,5.0,4.3,2013,5,25,21,5,2,,
20,2013-05-25,83.0,67.0,75.0,-6.111111111111112,67.0,69.0,0.0,10.0,,,RA BR,0.0,0.29,29.38,30.08,7.0,14.0,7.4,2013,5,25,21,5,2,,
1,2013-05-26,58.0,40.0,49.0,-3.4444444444444446,37.0,44.0,16.0,0.0,,,RA,0.0,0.08,29.68,29.88,11.9,29.0,12.4,2013,5,26,21,6,2,,
2,2013-05-26,54.0,36.0,45.0,-15.0,36.0,41.0,20.0,0.0,417.0,1911.0,RA BR,0.0,0.02,28.78,29.92,17.3,30.0,17.8,2013,5,26,21,6,2,,
3,2013-05-26,85.0,69.0,77.0,5.0,65.0,69.0,0.0,12.0,510.0,1930.0, ,0.0,0.0,29.24,29.97,14.7,17.0,14.8,2013,5,26,21,6,2,,
4,2013-05-26,87.0,71.0,79.0,0.0,69.0,72.0,0.0,14.0,532.0,1924.0,RA BR,0.0,0.78,29.33,30.02,6.1,17.0,7.2,2013,5,26,21,6,2,,
5,2013-05-26,76.0,57.38888888888889,66.94444444444444,-3.4444444444444446,53.38888888888889,59.22222222222222,5.166666666666667,7.111111111111112,415.0,1908.0, ,0.0,0.13777777777777778,29.133888888888887,30.01,9.788888888888891,18.0,10.644444444444446,2013,5,26,21,6,2,,
6,2013-05-26,87.0,71.0,79.0,1.0,70.0,73.0,0.0,14.0,532.0,1924.0,RA,0.0,0.25,29.49,30.01,9.8,16.0,10.0,2013,5,26,21,6,2,,
7,2013-05-26,83.0,68.0,76.0,-3.4444444444444446,66.0,69.0,0.0,11.0,,,BR HZ,0.0,0.0,28.56,29.93,18.0,17.0,18.3,2013,5,26,21,6,2,,
8,2013-05-26,90.0,73.0,82.0,-3.4444444444444446,70.0,73.0,0.0,17.0,,,HZ,0.0,0.0,29.68,30.01,6.9,16.0,7.2,2013,5,26,21,6,2,,
9,2013-05-26,60.0,52.0,56.0,-3.4444444444444446,42.0,49.0,9.0,0.0,,, ,0.0,0.0,29.39,30.17,11.2,12.0,11.5,2013,5,26,21,6,2,,
10,2013-05-26,84.0,63.0,74.0,-3.4444444444444446,54.0,62.0,0.0,9.0,528.0,1920.0, ,0.0,0.0,30.17,30.2,5.0,13.0,7.4,2013,5,26,21,6,2,,
11,2013-05-26,83.0,55.0,69.0,-7.0,54.0,61.0,0.0,4.0,527.0,1920.0, ,0.0,0.0,30.16,30.2,3.0,10.0,3.7,2013,5,26,21,6,2,,
12,2013-05-26,83.0,58.0,71.0,-3.4444444444444446,53.0,61.0,0.0,6.0,,, ,0.0,0.0,30.16,30.21,2.9,10.0,3.8,2013,5,26,21,6,2,,
13,2013-05-26,84.0,53.0,69.0,-3.4444444444444446,28.0,49.0,0.0,4.0,,,TS,0.0,0.0,24.16,29.74,0.2,18.0,6.1,2013,5,26,21,6,2,,
14,2013-05-26,82.0,67.0,75.0,3.0,68.0,70.0,0.0,10.0,519.0,1935.0, ,0.0,0.0,28.57,29.94,14.9,16.0,15.1,2013,5,26,21,6,2,,
15,2013-05-26,57.0,37.0,47.0,-12.0,37.0,42.0,18.0,0.0,413.0,1913.0,RA,0.0,0.18,29.47,29.88,12.2,31.0,12.8,2013,5,26,21,6,2,,
16,2013-05-26,59.0,40.0,50.0,-3.4444444444444446,38.0,44.0,15.0,0.0,,,RA BR,0.0,0.08,29.7,29.84,11.8,30.0,12.1,2013,5,26,21,6,2,,
17,2013-05-26,87.0,69.0,78.0,-3.4444444444444446,66.0,70.0,0.0,13.0,,, ,0.0,0.0,29.31,30.01,10.3,18.0,10.5,2013,5,26,21,6,2,,
18,2013-05-26,88.0,73.0,81.0,4.0,69.0,72.0,0.0,16.0,522.0,1926.0,RA BR,0.0,0.01,29.47,30.0,13.5,16.0,13.6,2013,5,26,21,6,2,,
19,2013-05-26,60.0,39.0,50.0,-10.0,41.0,46.0,15.0,0.0,419.0,1918.0, ,0.0,0.0,29.49,30.27,3.5,8.0,4.6,2013,5,26,21,6,2,,
20,2013-05-26,87.0,72.0,80.0,-3.4444444444444446,68.0,72.0,0.0,15.0,,,BR,0.0,0.0,29.28,29.99,9.9,16.0,9.9,2013,5,26,21,6,2,,
1,2013-05-27,71.0,40.0,56.0,-1.2222222222222223,37.0,48.0,9.0,0.0,,, ,0.0,0.0,29.95,30.12,4.9,28.0,6.5,2013,5,27,22,0,2,Memorial Day,
2,2013-05-27,68.0,41.0,55.0,-5.0,35.0,46.0,10.0,0.0,417.0,1912.0, ,0.0,0.0,29.03,30.14,12.0,28.0,12.7,2013,5,27,22,0,2,Memorial Day,
3,2013-05-27,84.0,70.0,77.0,4.0,67.0,70.0,0.0,12.0,510.0,1931.0,BR,0.0,0.0,29.08,29.79,19.2,17.0,19.4,2013,5,27,22,0,2,Memorial Day,
4,2013-05-27,90.0,72.0,81.0,2.0,69.0,72.0,0.0,16.0,531.0,1925.0, ,0.0,0.0,29.23,29.92,7.5,16.0,9.0,2013,5,27,22,0,2,Memorial Day,
5,2013-05-27,78.44444444444444,58.77777777777778,68.8888888888889,-1.2222222222222223,55.055555555555564,61.0,3.5,7.388888888888888,414.0,1909.0, ,0.0,0.005555555555555557,29.1,29.968888888888888,10.627777777777778,18.61111111111111,11.288888888888886,2013,5,27,22,0,2,Memorial Day,
6,2013-05-27,90.0,69.0,80.0,2.0,70.0,73.0,0.0,15.0,531.0,1924.0,BR,0.0,0.0,29.39,29.91,11.8,17.0,11.9,2013,5,27,22,0,2,Memorial Day,
7,2013-05-27,81.0,71.0,76.0,-1.2222222222222223,66.0,69.0,0.0,11.0,,,HZ,0.0,0.0,28.4,29.76,24.3,18.0,24.4,2013,5,27,22,0,2,Memorial Day,
8,2013-05-27,92.0,72.0,82.0,-1.2222222222222223,71.0,74.0,0.0,17.0,,,BR,0.0,0.0,29.59,29.968888888888888,9.3,17.0,9.2,2013,5,27,22,0,2,Memorial Day,
9,2013-05-27,60.0,54.0,57.0,-1.2222222222222223,50.0,53.0,8.0,0.0,,,RA BR,0.0,0.06,29.14,29.94,9.0,11.0,9.2,2013,5,27,22,0,2,Memorial Day,
