date,item_nbr,logunits,store_nbr,units,station_nbr,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday,isholiday,isblackfriday
2012-08-26,9,4.174387269895637,1,64.0,1,84.0,61.0,73.0,1.4444444444444444,58.0,64.0,0.0,8.0,,, ,0.0,0.0,30.16,30.31,1.7,17.0,2.9,2012,8,26,34,6,3,,,0,0
2012-08-27,9,3.2188758248682006,1,24.0,1,88.0,61.0,75.0,2.888888888888889,61.0,66.0,0.0,10.0,,, ,0.0,0.0,29.96,30.08,5.9,21.0,6.8,2012,8,27,35,0,3,,,0,0
2012-08-28,9,4.174387269895637,1,64.0,1,87.0,67.0,77.0,3.333333333333333,64.0,68.0,0.0,12.0,,,RA BR,0.0,0.26,29.66,29.82,2.8,28.0,5.8,2012,8,28,35,1,3,,,0,0
2012-08-29,9,2.772588722239781,1,15.0,1,77.0,58.0,68.0,1.6666666666666667,48.0,57.0,0.0,3.0,,, ,0.0,0.0,29.78,29.95,2.9,30.0,4.7,2012,8,29,35,2,3,,,0,0
2012-08-30,9,3.58351893845611,1,35.0,1,84.0,54.0,69.0,4.0,51.0,60.0,0.0,4.0,,, ,0.0,0.0,29.83,29.99,7.4,23.0,7.7,2012,8,30,35,3,3,,,0,0
2012-08-31,9,1.6094379124341003,1,4.0,1,92.0,62.0,77.0,5.111111111111111,55.0,64.0,0.0,12.0,,, ,0.0,0.0,29.73,29.88,9.1,23.0,9.3,2012,8,31,35,4,3,,,0,0
2012-09-01,9,4.442651256490317,1,84.0,1,78.0,60.0,69.0,5.777777777777778,57.0,63.0,0.0,4.0,,, ,0.0,0.0,29.85,30.04,3.8,7.0,4.7,2012,9,1,35,5,3,,,0,0
2012-09-02,9,4.0943445622221,1,59.0,1,78.0,57.0,68.0,5.666666666666668,57.0,61.0,0.0,3.0,,,RA FG BR,0.0,0.01,29.96,30.13,2.4,5.0,3.4,2012,9,2,35,6,3,,,0,0
2012-09-03,9,4.007333185232471,1,54.0,1,80.0,60.0,70.0,6.666666666666668,57.0,62.0,0.0,5.0,,,BR,0.0,0.0,30.03,30.2,2.0,9.0,3.6,2012,9,3,36,0,3,Labor Day,,1,0
2012-09-04,9,3.6888794541139363,1,39.0,1,74.0,63.0,69.0,7.0,64.0,65.0,0.0,4.0,,,RA BR,0.0,0.69,29.91,30.04,0.9,14.0,2.0,2012,9,4,36,1,3,,,0,0
2012-09-05,9,3.1354942159291497,1,22.0,1,82.0,69.0,76.0,7.8888888888888875,68.0,70.0,0.0,11.0,,,RA BR,0.0,0.42,29.62,29.78,3.1,23.0,7.0,2012,9,5,36,2,3,,,0,0
2012-09-06,9,2.70805020110221,1,14.0,1,82.0,66.0,74.0,7.444444444444445,64.0,67.0,0.0,9.0,,, ,0.0,0.0,29.72,29.88,2.7,23.0,3.7,2012,9,6,36,3,3,,,0,0
2012-09-07,9,3.4011973816621555,1,29.0,1,87.0,66.0,77.0,7.1111111111111125,65.0,69.0,0.0,12.0,,,BR,0.0,0.0,29.75,29.9,2.2,21.0,3.0,2012,9,7,36,4,3,,,0,0
2012-09-08,9,3.8501476017100584,1,46.0,1,85.0,65.0,75.0,-0.3333333333333333,67.0,70.0,0.0,10.0,,,RA BR,0.0,0.19,29.62,29.76,7.6,20.0,9.2,2012,9,8,36,5,3,,,0,0
2012-09-09,9,4.04305126783455,1,56.0,1,75.0,56.0,66.0,-1.8888888888888888,55.0,59.0,0.0,1.0,,,RA,0.0,0.01,29.65,29.82,2.6,30.0,4.6,2012,9,9,36,6,3,,,0,0
2012-09-10,9,3.6109179126442243,1,36.0,1,68.0,53.0,61.0,-2.5555555555555562,46.0,53.0,4.0,0.0,,, ,0.0,0.0,29.78,29.96,6.9,33.0,7.2,2012,9,10,37,0,3,,,0,0
2012-09-11,9,3.713572066704308,1,40.0,1,74.0,49.0,62.0,-0.3333333333333333,43.0,52.0,3.0,0.0,,, ,0.0,0.0,30.01,30.2,1.8,26.0,3.0,2012,9,11,37,1,3,,,0,0
2012-09-12,9,3.8066624897703196,1,44.0,1,80.0,49.0,65.0,4.4444444444444455,49.0,56.0,0.0,0.0,,, ,0.0,0.0,30.16,30.34,1.2,20.0,2.2,2012,9,12,37,2,3,,,0,0
2012-09-13,9,3.332204510175204,1,27.0,1,85.0,57.0,71.0,-0.4444444444444444,57.0,62.0,0.0,6.0,,, ,0.0,0.0,30.16,30.31,5.3,21.0,5.7,2012,9,13,37,3,3,,,0,0
2012-09-14,9,1.791759469228055,1,5.0,1,85.0,60.0,73.0,-4.777777777777779,59.0,64.0,0.0,8.0,,,BR,0.0,0.0,30.03,30.17,5.5,21.0,5.6,2012,9,14,37,4,3,,,0,0
2012-09-15,9,3.6888794541139363,1,39.0,1,74.0,51.0,63.0,-4.333333333333333,50.0,57.0,2.0,0.0,,,RA,0.0,0.02,29.88,30.03,4.6,30.0,7.2,2012,9,15,37,5,3,,,0,0
2012-09-16,9,4.406719247264253,1,81.0,1,71.0,48.0,60.0,-4.888888888888889,41.0,50.0,5.0,0.0,,, ,0.0,0.0,29.89,30.05,3.8,30.0,4.5,2012,9,16,37,6,3,,,0,0
2012-09-17,9,3.295836866004329,1,26.0,1,77.0,44.0,61.0,-2.0,47.0,53.0,4.0,0.0,,, ,0.0,0.0,29.91,30.07,1.5,20.0,2.1,2012,9,17,38,0,3,,,0,0
2012-09-18,9,2.6390573296152584,1,13.0,1,77.0,55.0,66.0,-3.111111111111111,60.0,63.0,0.0,1.0,,,RA BR,0.0,0.3,29.78,29.9,5.9,18.0,7.4,2012,9,18,38,1,3,,,0,0
2012-09-19,9,2.70805020110221,1,14.0,1,72.0,48.0,60.0,-2.1111111111111107,49.0,56.0,5.0,0.0,,,RA,0.0,0.27,29.77,29.98,5.1,30.0,7.8,2012,9,19,38,2,3,,,0,0
2012-09-20,9,3.4965075614664802,1,32.0,1,66.0,43.0,55.0,-1.2222222222222223,42.0,48.0,10.0,0.0,,, ,0.0,0.0,30.07,30.23,3.4,6.0,4.4,2012,9,20,38,3,3,,,0,0
2012-09-21,9,3.871201010907891,1,47.0,1,66.0,45.0,56.0,0.6666666666666666,49.0,52.0,9.0,0.0,,, ,0.0,0.0,29.99,30.14,2.1,5.0,3.0,2012,9,21,38,4,3,,,0,0
2012-09-22,9,3.784189633918261,1,43.0,1,72.0,55.0,64.0,1.0,56.0,58.0,1.0,0.0,,,RA BR,0.0,0.01,29.79,29.93,0.2,24.0,3.7,2012,9,22,38,5,3,,,0,0
2012-09-23,9,3.7376696182833684,1,41.0,1,71.0,49.0,60.0,-1.2222222222222223,48.0,55.0,5.0,0.0,,, ,0.0,0.1,29.78,29.97,6.1,28.0,7.4,2012,9,23,38,6,3,,,0,0
2012-09-24,9,3.6635616461296463,1,38.0,1,68.0,43.0,56.0,1.2222222222222223,40.0,48.0,9.0,0.0,,, ,0.0,0.0,29.94,30.11,3.9,25.0,4.4,2012,9,24,39,0,3,,,0,0
2012-09-25,9,3.6635616461296463,1,38.0,1,74.0,44.0,59.0,4.333333333333333,44.0,52.0,6.0,0.0,,, ,0.0,0.0,29.98,30.14,8.0,21.0,8.2,2012,9,25,39,1,3,,,0,0
2012-09-26,9,3.367295829986474,1,28.0,1,73.0,59.0,66.0,4.666666666666667,58.0,62.0,0.0,1.0,,, ,0.0,0.0,29.91,30.06,7.0,21.0,7.7,2012,9,26,39,2,3,,,0,0
2012-09-27,9,2.70805020110221,1,14.0,1,69.0,48.0,59.0,1.4444444444444444,48.0,54.0,6.0,0.0,,,BR,0.0,0.0,29.98,30.16,3.6,34.0,5.3,2012,9,27,39,3,3,,,0,0
2012-09-28,9,3.258096538021482,1,25.0,1,57.0,46.0,52.0,0.4444444444444444,50.0,51.0,13.0,0.0,,,RA BR,0.0,0.81,30.03,30.17,4.7,4.0,5.3,2012,9,28,39,4,3,,,0,0
2012-09-29,9,3.58351893845611,1,35.0,1,57.0,52.0,55.0,0.6666666666666666,51.0,53.0,10.0,0.0,,,RA BR,0.0,0.03,29.78,29.94,5.6,2.0,6.1,2012,9,29,39,5,3,,,0,0
2012-09-30,9,4.04305126783455,1,56.0,1,60.0,52.0,56.0,-1.5555555555555556,52.0,54.0,9.0,0.0,,,RA BR,0.0,0.12,29.66,29.8,1.0,26.0,4.0,2012,9,30,39,6,3,,,0,0
2012-10-01,9,3.258096538021482,1,25.0,1,66.0,50.0,58.0,-0.2222222222222222,50.0,53.0,7.0,0.0,,, ,0.0,0.0,29.6,29.79,9.2,23.0,9.8,2012,10,1,40,0,4,,,0,0
2012-10-02,9,3.713572066704308,1,40.0,1,72.0,55.0,64.0,0.6666666666666666,55.0,58.0,1.0,0.0,,,RA BR,0.0,0.08,29.85,30.03,2.5,22.0,2.7,2012,10,2,40,1,4,,,0,0
2012-10-03,9,1.6094379124341003,1,4.0,1,65.0,60.0,63.0,1.1111111111111112,59.0,60.0,2.0,0.0,,,RA BR,0.0,0.08,29.95,30.12,3.1,6.0,3.3,2012,10,3,40,2,4,,,0,0
2012-10-04,9,4.204692619390966,1,66.0,1,63.0,59.0,61.0,4.0,58.0,59.0,4.0,0.0,,,RA FG BR,0.0,0.05,29.97,30.13,2.8,4.0,3.0,2012,10,4,40,3,4,,,0,0
2012-10-05,9,3.58351893845611,1,35.0,1,77.0,59.0,68.0,0.0,57.0,61.0,0.0,3.0,,,FG+ FG BR,0.0,0.0,29.83,29.98,2.5,23.0,3.5,2012,10,5,40,4,4,,,0,0
2012-10-06,9,3.6375861597263857,1,37.0,1,79.0,51.0,65.0,-7.555555555555554,54.0,59.0,0.0,0.0,,,BR,0.0,0.01,29.66,29.82,6.7,23.0,8.4,2012,10,6,40,5,4,,,0,0
2012-10-07,9,3.828641396489095,1,45.0,1,58.0,44.0,51.0,-13.333333333333336,41.0,47.0,14.0,0.0,,,RA BR,0.0,0.25,29.86,30.04,2.7,23.0,3.6,2012,10,7,40,6,4,,,0,0
2012-10-08,9,3.871201010907891,1,47.0,1,57.0,42.0,50.0,-9.666666666666666,42.0,47.0,15.0,0.0,,,BR,0.0,0.0,30.05,30.24,1.0,32.0,2.4,2012,10,8,41,0,4,Columbus Day (Most regions),,1,0
2012-10-09,9,2.70805020110221,1,14.0,1,59.0,47.0,53.0,-4.0,45.0,49.0,12.0,0.0,,, ,0.0,0.0,30.1,30.25,4.8,6.0,5.6,2012,10,9,41,1,4,,,0,0
2012-10-10,9,2.70805020110221,1,14.0,1,61.0,50.0,56.0,-1.8888888888888888,51.0,53.0,9.0,0.0,,,RA BR,0.0,0.16,29.79,29.92,0.3,4.0,6.4,2012,10,10,41,2,4,,,0,0
2012-10-11,9,2.0794415416798357,1,7.0,1,59.0,43.0,51.0,2.2222222222222223,35.0,44.0,14.0,0.0,,, ,0.0,0.0,29.85,30.04,9.4,26.0,10.3,2012,10,11,41,3,4,,,0,0
2012-10-12,9,3.6888794541139363,1,39.0,1,54.0,36.0,45.0,1.3333333333333333,31.0,40.0,20.0,0.0,,,RA,0.0,0.04,29.95,30.15,6.1,30.0,8.3,2012,10,12,41,4,4,,,0,0
2012-10-13,9,3.4011973816621555,1,29.0,1,54.0,29.0,42.0,2.4444444444444446,25.0,36.0,23.0,0.0,,, ,0.0,0.0,30.24,30.4,4.1,26.0,5.4,2012,10,13,41,5,4,,,0,0
2012-10-14,9,4.7535901911063645,1,115.0,1,64.0,45.0,55.0,3.6666666666666665,48.0,51.0,10.0,0.0,,,RA BR,0.0,0.56,29.97,30.09,5.1,20.0,5.5,2012,10,14,41,6,4,,,0,0
2012-10-15,9,2.8903717578961645,1,17.0,1,78.0,59.0,69.0,3.7777777777777777,58.0,61.0,0.0,4.0,,,RA BR,0.0,0.29,29.59,29.73,7.9,20.0,8.2,2012,10,15,42,0,4,,,0,0
2012-10-16,9,2.3978952727983707,1,10.0,1,61.0,37.0,49.0,0.0,39.0,46.0,16.0,0.0,,,RA,0.0,0.05,29.51,29.7,7.6,29.0,8.2,2012,10,16,42,1,4,,,0,0
2012-10-17,9,3.4011973816621555,1,29.0,1,63.0,35.0,49.0,4.111111111111111,35.0,42.0,16.0,0.0,,, ,0.0,0.0,29.79,29.97,0.5,27.0,1.3,2012,10,17,42,2,4,,,0,0
2012-10-18,9,3.6375861597263857,1,37.0,1,66.0,40.0,53.0,-0.4444444444444444,43.0,48.0,12.0,0.0,,,BR,0.0,0.0,29.92,30.09,1.2,10.0,2.6,2012,10,18,42,3,4,,,0,0
2012-10-19,9,3.5263605246161616,1,33.0,1,67.0,48.0,58.0,0.3333333333333333,56.0,58.0,7.0,0.0,,,RA BR,0.0,0.16,29.8,29.93,6.5,11.0,7.6,2012,10,19,42,4,4,,,0,0
2012-10-20,9,3.4339872044851463,1,30.0,1,76.0,55.0,66.0,4.0,56.0,60.0,0.0,1.0,,,RA BR VCTS,0.0,0.64,29.52,29.69,4.1,22.0,5.6,2012,10,20,42,5,4,,,0,0
2012-10-21,9,4.127134385045092,1,61.0,1,65.0,46.0,56.0,8.555555555555555,40.0,48.0,9.0,0.0,,, ,0.0,0.0,29.67,29.84,7.8,25.0,8.5,2012,10,21,42,6,4,,,0,0
2012-10-22,9,3.258096538021482,1,25.0,1,66.0,46.0,56.0,9.333333333333334,40.0,48.0,9.0,0.0,,, ,0.0,0.0,29.75,29.93,6.0,28.0,7.4,2012,10,22,43,0,4,,,0,0
2012-10-23,9,2.833213344056216,1,16.0,1,64.0,45.0,55.0,9.444444444444443,39.0,47.0,10.0,0.0,,, ,0.0,0.0,29.91,30.08,3.3,32.0,4.3,2012,10,23,43,1,4,,,0,0
2012-10-24,9,3.332204510175204,1,27.0,1,60.0,39.0,50.0,9.444444444444443,36.0,43.0,15.0,0.0,,, ,0.0,0.0,30.03,30.2,0.3,17.0,2.2,2012,10,24,43,2,4,,,0,0
2012-10-25,9,2.995732273553991,1,19.0,1,64.0,38.0,51.0,4.888888888888889,41.0,46.0,14.0,0.0,,, ,0.0,0.0,30.11,30.29,2.0,7.0,2.4,2012,10,25,43,3,4,,,0,0
2012-10-26,9,3.2188758248682006,1,24.0,1,68.0,43.0,56.0,-4.666666666666667,46.0,50.0,9.0,0.0,,, ,0.0,0.0,30.05,30.2,1.5,21.0,1.7,2012,10,26,43,4,4,,,0,0
2012-10-27,9,4.219507705176107,1,67.0,1,67.0,45.0,56.0,-6.4444444444444455,48.0,51.0,9.0,0.0,,,BR,0.0,0.0,29.91,30.07,2.9,6.0,3.4,2012,10,27,43,5,4,,,0,0
2012-10-28,9,2.9444389791664403,1,18.0,1,56.0,49.0,53.0,-6.5555555555555545,48.0,50.0,12.0,0.0,,,RA BR,0.0,0.07,29.82,29.96,11.8,4.0,11.9,2012,10,28,43,6,4,,,0,0
2012-10-29,9,3.332204510175204,1,27.0,1,60.53543806430197,40.86905797506709,50.94481729586497,-5.111111111111111,37.69135760634561,44.62073543023961,14.476115582090282,0.4322183831596257,,,RA BR,0.0,0.09081081058845224,29.76327394791653,29.93791790667161,5.458564839862715,23.05678229929065,6.564709228749787,2012,10,29,44,0,4,,,0,0
2012-10-30,9,0.0,1,0.0,1,61.0,52.0,57.0,0.0,37.480861544375465,44.07631633416679,8.0,0.0,,,RA,0.0,0.4,29.45,29.94689419229556,5.186591562038349,23.02808784446673,14.5,2012,10,30,44,1,4,,,0,0
2012-10-31,9,2.0794415416798357,1,7.0,1,58.0,49.0,54.0,1.5555555555555556,47.0,51.0,11.0,0.0,,,BR,0.0,0.0,29.37,29.54,3.5,19.0,5.2,2012,10,31,44,2,4,Halloween,,1,0
2012-11-01,9,2.9444389791664403,1,18.0,1,56.0,45.0,48.50943903434275,3.333333333333333,39.0,45.0,16.564233106378204,0.09755318947578273,,, ,0.0,0.0,29.39,29.55,5.0,23.0,6.0,2012,11,1,44,3,4,,,0,0
2012-11-02,9,1.9459101490553132,1,6.0,1,53.0,44.0,49.0,4.666666666666667,37.0,43.0,16.0,0.0,,,RA,0.0,0.01,29.41,29.58,5.3,27.0,6.3,2012,11,2,44,4,4,,,0,0
2012-11-03,9,4.6443908991413725,1,103.0,1,52.0,41.0,47.0,3.888888888888889,33.0,40.0,18.0,0.0,,, ,0.0,0.0,29.54,29.72,7.9,29.0,8.3,2012,11,3,44,5,4,,,0,0
2012-11-04,9,4.290459441148391,1,72.0,1,53.0,37.0,45.0,1.6666666666666667,30.0,38.0,20.0,0.0,,, ,0.0,0.0,29.7,29.89,7.4,32.0,7.9,2012,11,4,44,6,4,,,0,0
2012-11-05,9,4.127134385045092,1,61.0,1,44.0,31.0,38.0,-0.7777777777777778,21.0,31.0,27.0,0.0,,, ,0.0,0.0,29.85,30.04,6.7,32.0,6.9,2012,11,5,45,0,4,,,0,0
2012-11-06,9,3.4657359027997265,1,31.0,1,42.0,24.0,33.0,-3.7777777777777777,17.0,28.0,32.0,0.0,,, ,0.0,0.0,30.04,30.22,2.0,31.0,3.5,2012,11,6,45,1,4,Election Day,,1,0
2012-11-07,9,4.189654742026425,1,65.0,1,37.0,26.0,32.0,-3.6666666666666665,21.0,30.0,33.0,0.0,,,SN BR,0.5777777777777778,0.03,29.9,30.02,16.5,2.0,16.7,2012,11,7,45,2,4,,,0,0
2012-11-08,9,2.8903717578961645,1,17.0,1,40.0,32.0,36.0,1.3333333333333333,33.0,35.0,29.0,0.0,,,RA SN BR,0.2444444444444445,0.23,29.57,29.73,14.5,36.0,14.8,2012,11,8,45,3,4,,,0,0
2012-11-09,9,3.6635616461296463,1,38.0,1,53.0,37.0,45.0,7.1111111111111125,26.0,37.0,20.0,0.0,,, ,0.0,0.0,29.75,29.95,8.8,31.0,9.9,2012,11,9,45,4,4,,,0,0
2012-11-10,9,3.8918202981106265,1,48.0,1,54.0,33.0,44.0,9.555555555555557,27.0,37.0,21.0,0.0,,, ,0.0,0.0,30.09,30.3,2.2,30.0,4.3,2012,11,10,45,5,4,,,0,0
2012-11-11,9,4.02535169073515,1,55.0,1,63.0,33.0,48.0,6.4444444444444455,39.0,45.0,17.0,0.0,,, ,0.0,0.0,30.3,30.47,4.8,21.0,4.8,2012,11,11,45,6,4,Veterans Day,,1,0
2012-11-12,9,3.828641396489095,1,45.0,1,69.0,50.0,60.0,-3.0,49.0,54.0,5.0,0.0,,, ,0.0,0.0,30.24,30.39,7.1,19.0,8.0,2012,11,12,46,0,4,,,0,0
2012-11-13,9,3.4657359027997265,1,31.0,1,66.0,40.0,53.0,-4.777777777777779,44.0,48.0,12.0,0.0,,,RA,0.0,0.26,30.07,30.27,3.7,27.0,7.0,2012,11,13,46,1,4,,,0,0
2012-11-14,9,3.713572066704308,1,40.0,1,47.0,32.0,40.0,-3.7777777777777777,24.0,33.0,25.0,0.0,,, ,0.0,0.0,30.34,30.51,7.5,1.0,7.8,2012,11,14,46,2,4,,,0,0
2012-11-15,9,2.833213344056216,1,16.0,1,45.0,30.0,38.0,-4.2222222222222205,26.0,33.0,27.0,0.0,,, ,0.0,0.0,30.26,30.42,5.0,2.0,5.4,2012,11,15,46,3,4,,,0,0
2012-11-16,9,3.2188758248682006,1,24.0,1,46.0,32.0,39.0,-2.6666666666666665,27.0,34.0,26.0,0.0,,, ,0.0,0.0,30.16,30.35,1.8,36.0,2.4,2012,11,16,46,4,4,,,0,0
2012-11-17,9,4.143134726391533,1,62.0,1,48.0,28.0,38.0,-2.6666666666666665,27.0,33.0,27.0,0.0,,,BR,0.0,0.0,30.4,30.6,0.5,4.0,0.9,2012,11,17,46,5,4,,,0,0
2012-11-18,9,4.30406509320417,1,73.0,1,48.0,25.0,37.0,1.4444444444444444,26.0,32.0,28.0,0.0,,,FZFG BR,0.0,0.0,30.53,30.7,2.3,7.0,2.6,2012,11,18,46,6,4,,,0,0
2012-11-19,9,3.1780538303479458,1,23.0,1,49.0,26.0,38.0,5.666666666666668,28.0,33.0,27.0,0.0,,,FG+ FZFG BR,0.0,0.0,30.35,30.48,0.5,6.0,1.1,2012,11,19,47,0,4,,,0,0
2012-11-20,9,2.772588722239781,1,15.0,1,51.0,25.0,38.0,6.4444444444444455,26.0,33.0,27.0,0.0,,,FG+ FZFG BR,0.0,0.0,30.04,30.21,1.1,6.0,1.4,2012,11,20,47,1,4,,,0,0
2012-11-21,9,3.8918202981106265,1,48.0,1,52.0,33.0,43.0,7.444444444444445,32.0,38.0,22.0,0.0,,, ,0.0,0.0,30.07,30.24,4.8,3.0,5.2,2012,11,21,47,2,4,,,0,0
2012-11-22,9,2.8903717578961645,1,17.0,1,56.0,37.0,47.0,9.777777777777779,36.0,41.0,18.0,0.0,,,FG+ BR,0.0,0.0,30.08,30.23,0.4,17.0,0.6,2012,11,22,47,3,4,Thanksgiving Day,,1,0
2012-11-23,9,3.6109179126442243,1,36.0,1,57.0,32.0,45.0,2.5555555555555562,38.0,41.0,20.0,0.0,,,FG+ BR,0.0,0.0,29.78,29.9,3.5,19.0,4.2,2012,11,23,47,4,4,Black Friday,blackfriday,1,1
2012-11-24,9,3.9318256327243257,1,50.0,1,48.0,32.0,40.0,-3.4444444444444446,25.0,36.0,25.0,0.0,,,RA,0.0,0.0,29.42,29.59,10.5,28.0,11.5,2012,11,24,47,5,4,,blackfriday,0,1
2012-11-25,9,4.2626798770413155,1,70.0,1,39.0,30.0,35.0,0.8888888888888888,16.0,28.0,30.0,0.0,,, ,0.0,0.0,29.57,29.76,11.7,26.0,12.2,2012,11,25,47,6,4,,blackfriday,0,1
2012-11-26,9,3.044522437723423,1,20.0,1,47.0,28.0,38.0,2.1111111111111107,21.0,31.0,27.0,0.0,,, ,0.0,0.0,29.83,30.04,6.3,26.0,7.3,2012,11,26,48,0,4,,blackfriday,0,1
2012-11-27,9,0.0,1,0.0,1,37.0,25.0,31.0,-5.8888888888888875,28.0,31.0,34.0,0.0,,,RA SN BR UP,0.15555555555555556,0.05,30.12,30.29,0.8,23.0,1.5,2012,11,27,48,1,4,,,0,0
2012-11-28,9,2.4849066497880004,1,11.0,1,37.0,27.0,32.0,-2.2222222222222223,23.0,29.0,33.0,0.0,,, ,0.0,0.0,30.03,30.18,4.3,1.0,5.1,2012,11,28,48,2,4,,,0,0
2012-11-29,9,3.5263605246161616,1,33.0,1,43.0,27.0,35.0,4.0,21.0,31.0,30.0,0.0,,, ,0.0,0.0,30.01,30.19,9.2,24.0,9.8,2012,11,29,48,3,4,,,0,0
2012-11-30,9,2.9444389791664403,1,18.0,1,40.0,28.0,34.0,8.0,9.0,25.0,31.0,0.0,,, ,0.0,0.0,30.26,30.47,5.8,36.0,6.1,2012,11,30,48,4,4,,,0,0
2012-12-01,9,3.9889840465642745,1,53.0,1,29.0,25.0,27.0,13.0,18.0,25.0,38.0,0.0,,,SN BR HZ,0.1888888888888889,0.0,30.43,30.6,5.5,2.0,5.6,2012,12,1,48,5,4,,,0,0
2012-12-02,9,4.343805421853684,1,76.0,1,51.0,28.0,40.0,14.888888888888893,35.0,37.0,25.0,0.0,,,RA FG+ FG BR,0.0,0.01,30.15,30.27,2.8,22.0,3.5,2012,12,2,48,6,4,,,0,0
2012-12-03,9,3.044522437723423,1,20.0,1,57.0,34.0,46.0,17.333333333333332,40.0,44.0,19.0,0.0,,,BR,0.0,0.0,29.96,30.16,4.2,27.0,6.4,2012,12,3,49,0,4,,,0,0
2012-12-04,9,2.6390573296152584,1,13.0,1,59.0,32.0,46.0,11.555555555555555,42.0,44.0,19.0,0.0,,,BR HZ,0.0,0.0,30.09,30.22,3.5,20.0,3.6,2012,12,4,49,1,4,,,0,0
2012-12-05,9,3.258096538021482,1,25.0,1,59.0,32.0,46.0,6.333333333333332,35.0,43.0,19.0,0.0,,,RA,0.0,0.02,29.78,29.95,8.5,29.0,11.0,2012,12,5,49,2,4,,,0,0
2012-12-06,9,3.784189633918261,1,43.0,1,40.0,24.0,32.0,7.666666666666668,16.0,27.0,33.0,0.0,,, ,0.0,0.0,30.09,30.28,4.1,31.0,4.5,2012,12,6,49,3,4,,,0,0
2012-12-07,9,3.970291913552122,1,52.0,1,44.0,23.0,34.0,7.8888888888888875,28.0,33.0,31.0,0.0,,,RA BR,0.0,0.03,30.03,30.18,2.0,21.0,2.1,2012,12,7,49,4,4,,,0,0
2012-12-08,9,3.6375861597263857,1,37.0,1,43.0,40.0,42.0,10.777777777777779,39.0,41.0,23.0,0.0,,,RA BR,0.0,0.18,29.8,29.96,1.2,2.0,3.2,2012,12,8,49,5,4,,,0,0
2012-12-09,9,4.30406509320417,1,73.0,1,46.0,38.0,42.0,7.777777777777778,33.0,38.0,23.0,0.0,,,RA BR,0.0,0.08,30.01,30.2,1.1,32.0,3.5,2012,12,9,49,6,4,,,0,0
2012-12-10,9,2.6390573296152584,1,13.0,1,50.0,41.0,46.0,0.94532781924322,44.0,45.0,19.0,0.0,,,RA FG+ FG BR,0.0,0.35,29.65,29.74,1.6,6.0,2.6,2012,12,10,50,0,4,,,0,0
2012-12-11,9,3.1354942159291497,1,22.0,1,48.0,32.0,40.0,-0.1111111111111111,32.0,38.0,25.0,0.0,,,RA,0.0,0.01,29.65,29.88,5.4,30.0,5.8,2012,12,11,50,1,4,,,0,0
2012-12-12,9,3.367295829986474,1,28.0,1,37.0,26.0,32.0,-0.1111111111111111,21.0,28.0,33.0,0.0,,, ,0.0,0.0,30.14,30.34,1.7,26.0,2.0,2012,12,12,50,2,4,,,0,0
2012-12-13,9,3.6888794541139363,1,39.0,1,44.0,24.0,34.0,4.0,22.0,28.0,31.0,0.0,,, ,0.0,0.0,30.25,30.4,0.7,22.0,0.9,2012,12,13,50,3,4,,,0,0
2012-12-14,9,4.394449154672439,1,80.0,1,49.0,26.0,38.0,8.0,22.0,31.0,27.0,0.0,,, ,0.0,0.0,30.01,30.17,4.9,24.0,5.7,2012,12,14,50,4,4,,,0,0
2012-12-15,9,4.477336814478207,1,87.0,1,41.0,25.0,33.0,11.888888888888893,21.0,29.0,32.0,0.0,,, ,0.0,0.0,30.11,30.3,1.4,1.0,3.2,2012,12,15,50,5,4,,,0,0
2012-12-16,9,3.7612001156935624,1,42.0,1,28.0,25.0,27.0,9.888888888888893,19.0,24.0,38.0,0.0,,,SN BR UP,0.1111111111111111,0.0,30.11,30.26,7.8,3.0,7.8,2012,12,16,50,6,4,,,0,0
2012-12-17,9,3.8501476017100584,1,46.0,1,35.0,25.0,30.0,6.1111111111111125,28.0,30.0,35.0,0.0,,,RA FZRA SN BR,0.16666666666666666,0.15,29.86,30.0,9.5,2.0,9.6,2012,12,17,51,0,4,,,0,0
2012-12-18,9,3.2188758248682006,1,24.0,1,51.0,35.0,43.0,9.111111111111107,41.0,42.0,22.0,0.0,,,RA BR,0.05555555555555555,0.92,29.4,29.53,2.7,34.0,7.0,2012,12,18,51,1,4,,,0,0
2012-12-19,9,3.4011973816621555,1,29.0,1,45.0,38.0,42.0,14.222222222222221,32.0,37.0,23.0,0.0,,,BR,0.0,0.0,29.47,29.7,10.0,31.0,10.3,2012,12,19,51,2,4,,,0,0
2012-12-20,9,3.332204510175204,1,27.0,1,41.0,29.0,35.0,3.888888888888889,28.0,33.0,30.0,0.0,,, ,0.3111111111111111,0.0,29.97,30.15,2.2,3.0,2.8,2012,12,20,51,3,4,,,0,0
2012-12-21,9,1.0986122886681098,1,2.0,1,54.0,37.0,46.0,3.2222222222222223,39.0,42.0,19.0,0.0,,,RA BR,0.2111111111111111,0.73,29.35,29.44,7.0,14.0,11.6,2012,12,21,51,4,4,,,0,0
2012-12-22,9,3.2188758248682006,1,24.0,1,40.0,29.0,35.0,2.333333333333333,21.0,30.0,30.0,0.0,,, ,0.0,0.0,29.18,29.4,10.4,26.0,11.9,2012,12,22,51,5,4,,,0,0
